system,generator,trace_class,real_graphs,synthetic_graphs,node_count_ks_similarity,node_count_ks_stat,edge_count_ks_similarity,edge_count_ks_stat,density_ks_similarity,density_ks_stat,avg_degree_ks_similarity,avg_degree_ks_stat,max_degree_ks_similarity,max_degree_ks_stat,roots_ratio_ks_similarity,roots_ratio_ks_stat,leaves_ratio_ks_similarity,leaves_ratio_ks_stat,duration_mean_ks_similarity,duration_mean_ks_stat,duration_std_ks_similarity,duration_std_ks_stat,unique_services_ks_similarity,unique_services_ks_stat,unique_ops_ks_similarity,unique_ops_ks_stat,all_degrees_ks_similarity,all_degrees_ks_stat,all_durations_ks_similarity,all_durations_ks_stat,node_count_wasserstein_similarity,node_count_wasserstein_distance,edge_count_wasserstein_similarity,edge_count_wasserstein_distance,density_wasserstein_similarity,density_wasserstein_distance,avg_degree_wasserstein_similarity,avg_degree_wasserstein_distance,service_js_similarity,operation_js_similarity,service_operation_js_similarity,service_operation_valid_mass,graph_feature_mmd_similarity,graph_feature_mmd,structural_ks_mean,semantic_mean,overall_fidelity
TT,empirical,normal,1000,1000,0.977,0.023,0.634,0.366,0.652,0.348,0.0,1.0,0.673,0.327,0.0,1.0,0.0,1.0,0.732,0.268,0.783,0.217,0.45799999999999996,0.542,0.558,0.442,0.28700197701303487,0.7129980229869651,0.990233300612246,0.009766699387753972,0.973714010272685,0.9909999999999998,0.5148360678315698,29.705000000000002,0.48100360858867797,0.13652901220449695,0.4642968886298763,1.8609645642983172,0.9339331963235944,0.8956183801103614,0.8953297585002558,0.9785757801394436,0.6865268346164302,0.3761099655119491,0.5371669961688391,0.9258642787684138,0.7743582820331859
TT,empirical,abnormal,1000,1000,0.943,0.057,0.514,0.486,0.45999999999999996,0.54,0.0,1.0,0.27,0.73,0.0,1.0,0.0,1.0,0.6839999999999999,0.316,0.761,0.239,0.6,0.4,0.698,0.302,0.5612755043900682,0.43872449560993176,0.9735629121184454,0.026437087881554678,0.9167089893346876,0.8200000000000007,0.5019937694704051,7.9929999999999986,0.4658718305623487,0.230079951360615,0.5086566080240191,1.5420734306121033,0.8569661745249706,0.8037410262779414,0.8031252093506978,0.9259833795013851,0.6668615674563237,0.4051727996499591,0.45804591739834466,0.8474539474137487,0.7259848688773725
TT,empirical,combined,2000,2000,0.971,0.029,0.6475,0.3525,0.632,0.368,0.0,1.0,0.47150000000000003,0.5285,0.0,1.0,0.0,1.0,0.7095,0.2905,0.7925,0.2075,0.529,0.471,0.628,0.372,0.37300947389639183,0.6269905261036082,0.9882822775837736,0.011717722416226373,0.9713253148540956,0.8345000000000012,0.6012504328188764,18.64099999999999,0.47160906832223504,0.18330448178255598,0.4853517519173086,1.7015189974552105,0.9139729748280407,0.8691757446749699,0.8690730819632125,0.9662699955925437,0.7105702102040476,0.34168751830598176,0.5158349123160654,0.9046229492646917,0.7657620698737156
TT,flat_vae,normal,1000,1000,0.976,0.024,0.727,0.273,0.757,0.243,0.489,0.511,0.771,0.229,0.759,0.241,0.567,0.433,0.41700000000000004,0.583,0.28300000000000003,0.717,0.698,0.302,0.745,0.255,0.3880938845201387,0.6119061154798613,0.6714404831567553,0.32855951684324475,0.961369149719686,1.4289999999999998,0.48317647961638044,449.2990000000001,0.7474247369260736,0.03823542399849117,0.35098566874988435,10.201146014630343,0.4925551930970825,0.508796489794304,0.25102472172704504,0.42176391919476314,0.8637083222416986,0.14652015717244682,0.6846823140866897,0.41853508095329867,0.6110732400876885
TT,flat_vae,abnormal,1000,1000,0.972,0.028,0.736,0.264,0.796,0.204,0.478,0.522,0.6910000000000001,0.309,0.7130000000000001,0.287,0.497,0.503,0.19899999999999995,0.801,0.0040000000000000036,0.996,0.704,0.296,0.6,0.4,0.394544596413158,0.605455403586842,0.7196798735311357,0.2803201264688643,0.9570340274250888,0.4230000000000004,0.39211162257198096,18.191,0.6958522769623502,0.0676937092595862,0.32857283001335624,2.1327411347869014,0.614232609843271,0.5669567038453819,0.29004032808772096,0.36913606452982384,0.815866562591161,0.2035044636262251,0.677924099402193,0.46009142657654944,0.5745123924202078
TT,flat_vae,combined,2000,2000,0.9745,0.0255,0.7855,0.2145,0.7785,0.2215,0.48350000000000004,0.5165,0.7855,0.2145,0.741,0.259,0.532,0.468,0.30900000000000005,0.691,0.17700000000000005,0.823,0.7010000000000001,0.299,0.6725,0.3275,0.41746930370240243,0.5825306962975976,0.7399628909064015,0.26003710909359845,0.9675221709236428,0.925999999999995,0.6274979532982559,233.2019999999999,0.7245972466688686,0.05149354289225241,0.4604609237662094,6.158738548253593,0.5262799783374796,0.5280941552741998,0.26463421759755545,0.40865842055185536,0.859446239914506,0.15146700420793535,0.7041615506170671,0.4319166929402725,0.6088974748756495
TT,hierarchical_vae,normal,1000,535,0.7130000000000001,0.287,0.38691588785046727,0.6130841121495327,0.46329906542056076,0.5367009345794392,0.18317757009345792,0.8168224299065421,0.3271028037383178,0.6728971962616822,0.40013084112149533,0.5998691588785047,0.510411214953271,0.489588785046729,0.20357009345794397,0.796429906542056,0.07281308411214948,0.9271869158878505,0.574626168224299,0.42537383177570093,0.4523364485981308,0.5476635514018692,0.7312837879906179,0.2687162120093821,0.6899025643987012,0.31009743560129877,0.36126487812148866,20.51963551401869,0.27499907232380383,22.802439252336452,0.19619851486464046,0.101708616943003,0.32442885945293987,1.0896343785077023,0.23322040520137544,0.29207102882587155,0.09776884749718107,0.35485164394546914,0.688357757606806,0.37344657967861417,0.4674631858489036,0.24447798136747428,0.4587543165359659
TT,hierarchical_vae,abnormal,1000,575,0.9913913043478261,0.008608695652173913,0.44173913043478263,0.5582608695652174,0.20173913043478264,0.7982608695652174,0.2159130434782609,0.7840869565217391,0.4173913043478261,0.5826086956521739,0.2159130434782609,0.7840869565217391,0.008478260869565268,0.9915217391304347,0.24017391304347824,0.7598260869565218,0.2573043478260869,0.7426956521739131,0.7182608695652174,0.2817391304347826,0.5252173913043479,0.4747826086956522,0.5517337926715257,0.44826620732847433,0.7752171885595318,0.22478281144046822,0.9887164086824033,0.11108695652173928,0.5800382951284462,3.709521739130435,0.11609134209963845,0.1773810139213532,0.359685560578089,1.0222048123114684,0.45943499354797357,0.5146541091933793,0.28236534155193793,0.3959263891370377,0.6715942231991103,0.3981009553656103,0.4699846176191673,0.4130952083575821,0.5140130301557739
TT,hierarchical_vae,combined,2000,1110,0.8565,0.1435,0.4153153153153153,0.5846846846846847,0.35109009009009007,0.6489099099099099,0.20009909909909906,0.7999009009009009,0.37387387387387383,0.6261261261261262,0.4253243243243243,0.5746756756756757,0.28690540540540543,0.7130945945945946,0.2247657657657658,0.7752342342342342,0.18943693693693697,0.810563063063063,0.7177432432432432,0.28225675675675677,0.4900900900900901,0.5099099099099099,0.8224558071617093,0.1775441928382907,0.7444170576790892,0.25558294232091083,0.5741006443606396,10.307963963963958,0.44010235528499553,13.227099099099092,0.14690075673276837,0.1395723632364515,0.34253848144547216,1.0550019047089032,0.3666089981657725,0.42170387915905305,0.20846440387401421,0.37657061880018894,0.7033902922466797,0.35184336022219553,0.5032223642566812,0.3433369749997572,0.5038264909895946
SN,empirical,normal,1000,1000,0.971,0.029,0.554,0.446,0.43799999999999994,0.562,0.0,1.0,0.5920000000000001,0.408,0.0,1.0,0.0,1.0,0.716,0.284,0.795,0.205,0.20099999999999996,0.799,0.526,0.474,0.1709119439477429,0.8290880560522571,0.9919835726045652,0.008016427395434844,0.9116397345093137,9.599000000000007,0.6817528308385346,54.312000000000005,0.4464188099062817,0.09482020593168922,0.4634742749023707,1.9623051823618627,0.9676869158398822,0.9470540150607818,0.9470540150607819,1.0,0.6489772697838779,0.4323575863368708,0.4543186573246238,0.9654487364903614,0.7553456472406856
